ID,segment
test-10311,0.0
test-10312,1.0
test-10313,1.0
test-10314,0.0
test-10315,1.0
test-10316,1.0
test-10317,1.0
test-10318,0.0
test-10319,1.0
test-1032,1.0
test-10320,0.0
test-10321,1.0
test-10322,1.0
test-10323,1.0
test-10324,1.0
test-10325,1.0
test-10326,0.0
test-10327,1.0
test-10328,0.0
test-10329,1.0
test-1033,0.0
test-10330,0.0
test-10331,1.0
test-10332,0.0
test-10333,0.0
test-10334,0.0
test-10335,0.0
test-10336,0.0
test-10337,0.0
test-10338,0.0
test-10339,0.0
test-1034,1.0
test-10340,0.0
test-10341,1.0
test-10342,1.0
test-10343,1.0
test-10344,0.0
test-10345,0.0
test-10346,1.0
test-10347,1.0
test-10348,0.0
test-10349,0.0
test-1035,1.0
test-10350,1.0
test-10351,1.0
test-10352,0.0
test-10353,1.0
test-10354,0.0
test-10355,0.0
test-10356,0.0
test-10357,1.0
test-10358,1.0
test-10359,1.0
test-1036,0.0
test-10360,1.0
test-10361,1.0
test-10362,0.0
test-10363,1.0
test-10364,0.0
test-10365,1.0
test-10366,1.0
test-10367,1.0
test-10368,0.0
test-10369,0.0
test-1037,1.0
test-10370,1.0
test-10371,1.0
test-10372,0.0
test-10373,1.0
test-10374,1.0
test-10375,0.0
test-10376,1.0
test-10377,1.0
test-10378,1.0
test-10379,1.0
test-1038,1.0
test-10380,1.0
test-10381,1.0
test-10382,0.0
test-10383,1.0
test-10384,1.0
test-10385,1.0
test-10386,0.0
test-10387,1.0
test-10388,1.0
test-10389,1.0
test-1039,0.0
test-10390,1.0
test-10391,1.0
test-10392,1.0
test-10393,1.0
test-10394,1.0
test-10395,1.0
test-10396,1.0
test-10397,0.0
test-10398,1.0
test-10399,0.0
test-104,1.0
test-1040,0.0
test-10400,1.0
test-10401,1.0
test-10402,1.0
test-10403,0.0
test-10404,0.0
test-10405,0.0
test-10406,1.0
test-10407,1.0
test-10408,1.0
test-10409,1.0
test-1041,1.0
test-10410,1.0
test-10411,0.0
test-10412,0.0
test-10413,1.0
test-10414,0.0
test-10415,1.0
test-10416,1.0
test-10417,1.0
test-10418,1.0
test-10419,0.0
test-1042,1.0
test-10420,1.0
test-10421,0.0
test-10422,0.0
test-10423,0.0
test-10424,1.0
test-10425,1.0
test-10426,0.0
test-10427,1.0
test-10428,1.0
test-10429,0.0
test-1043,0.0
test-10430,1.0
test-10431,1.0
test-10432,0.0
test-10433,0.0
test-10434,0.0
test-10435,1.0
test-10436,0.0
test-10437,1.0
test-10438,1.0
test-10439,1.0
test-1044,0.0
test-10440,1.0
test-10441,0.0
test-10442,1.0
test-10443,0.0
test-10444,0.0
test-10445,0.0
test-10446,1.0
test-10447,1.0
test-10448,0.0
test-10449,1.0
test-1045,1.0
test-10450,1.0
test-10451,1.0
test-10452,0.0
test-10453,0.0
test-10454,1.0
test-10455,1.0
test-10456,0.0
test-10457,1.0
test-10458,0.0
test-10459,1.0
test-1046,0.0
test-10460,0.0
test-10461,0.0
test-10462,1.0
test-10463,1.0
test-10464,1.0
test-10465,1.0
test-10466,0.0
test-10467,1.0
test-10468,1.0
test-10469,0.0
test-1047,0.0
test-10470,1.0
test-10471,0.0
test-10472,1.0
test-10473,1.0
test-10474,0.0
test-10475,1.0
test-10476,0.0
test-10477,0.0
test-10478,0.0
test-10479,1.0
test-1048,0.0
test-10480,1.0
test-10481,0.0
test-10482,0.0
test-10483,0.0
test-10484,1.0
test-10485,1.0
test-10486,1.0
test-10487,1.0
test-10488,1.0
test-10489,0.0
test-1049,0.0
test-10490,0.0
test-10491,1.0
test-10492,0.0
test-10493,1.0
test-10494,1.0
test-10495,1.0
test-10496,1.0
test-10497,0.0
test-10498,1.0
test-10499,1.0
test-105,0.0
test-1050,0.0
test-10500,0.0
test-10501,0.0
test-10502,1.0
test-10503,1.0
test-10504,1.0
test-10505,0.0
test-10506,0.0
test-10507,1.0
test-10508,0.0
test-10509,1.0
test-1051,1.0
test-10510,1.0
test-10511,0.0
test-10512,0.0
test-10513,0.0
test-10514,1.0
test-10515,1.0
test-10516,0.0
test-10517,1.0
test-10518,0.0
test-10519,0.0
test-1052,0.0
test-10520,1.0
test-10521,1.0
test-10522,0.0
test-10523,1.0
test-10524,1.0
test-10525,1.0
test-10526,1.0
test-10527,0.0
test-10528,0.0
test-10529,1.0
test-1053,0.0
test-10530,0.0
test-10531,1.0
test-10532,0.0
test-10533,1.0
test-10534,0.0
test-10535,0.0
test-10536,1.0
test-10537,1.0
test-10538,0.0
test-10539,0.0
test-1054,1.0
test-10540,0.0
test-10541,0.0
test-10542,1.0
test-10543,0.0
test-10544,1.0
test-10545,0.0
test-10546,0.0
test-10547,1.0
test-10548,0.0
test-10549,0.0
test-1055,0.0
test-10550,0.0
test-10551,1.0
test-10552,0.0
test-10553,1.0
test-10554,0.0
test-10555,1.0
test-10556,1.0
test-10557,1.0
test-10558,1.0
test-10559,1.0
test-1056,0.0
test-10560,1.0
test-10561,1.0
test-10562,1.0
test-10563,1.0
test-10564,1.0
test-10565,1.0
test-10566,1.0
test-10567,0.0
test-10568,0.0
test-10569,1.0
test-1057,1.0
test-10570,0.0
test-10571,1.0
test-10572,0.0
test-10573,0.0
test-10574,1.0
test-10575,0.0
test-10576,1.0
test-10577,1.0
test-10578,1.0
test-10579,1.0
test-1058,0.0
test-10580,0.0
test-10581,1.0
test-10582,1.0
test-10583,1.0
test-10584,0.0
test-10585,0.0
test-10586,1.0
test-10587,1.0
test-10588,1.0
test-10589,1.0
test-1059,0.0
test-10590,0.0
test-10591,1.0
test-10592,0.0
test-10593,0.0
test-10594,1.0
test-10595,1.0
test-10596,1.0
test-10597,0.0
test-10598,0.0
test-10599,1.0
test-106,0.0
test-1060,1.0
test-10600,0.0
test-10601,1.0
test-10602,0.0
test-10603,1.0
test-10604,0.0
test-10605,0.0
test-10606,0.0
test-10607,0.0
test-10608,0.0
test-10609,1.0
test-1061,1.0
test-10610,1.0
test-10611,1.0
test-10612,1.0
test-10613,0.0
test-10614,0.0
test-10615,0.0
test-10616,1.0
test-10617,1.0
test-10618,1.0
test-10619,0.0
test-1062,1.0
test-10620,0.0
test-10621,0.0
test-10622,1.0
test-10623,0.0
test-10624,1.0
test-10625,0.0
test-10626,0.0
test-10627,0.0
test-10628,1.0
test-10629,0.0
test-1063,1.0
test-10630,1.0
test-10631,1.0
test-10632,1.0
test-10633,1.0
test-10634,1.0
test-10635,1.0
test-10636,1.0
test-10637,1.0
test-10638,0.0
test-10639,0.0
test-1064,1.0
test-10640,0.0
test-10641,1.0
test-10642,1.0
test-10643,1.0
test-10644,1.0
test-10645,0.0
test-10646,0.0
test-10647,1.0
test-10648,1.0
test-10649,1.0
test-1065,0.0
test-10650,1.0
test-10651,1.0
test-10652,0.0
test-10653,0.0
test-10654,0.0
test-10655,1.0
test-10656,1.0
test-10657,0.0
test-10658,0.0
test-10659,0.0
test-1066,1.0
test-10660,1.0
test-10661,0.0
test-10662,1.0
test-10663,1.0
test-10664,1.0
test-10665,1.0
test-10666,0.0
test-10667,1.0
test-10668,1.0
test-10669,0.0
test-1067,1.0
test-10670,1.0
test-10671,1.0
test-10672,0.0
test-10673,1.0
test-10674,1.0
test-10675,0.0
test-10676,1.0
test-10677,1.0
test-10678,0.0
test-10679,0.0
test-1068,1.0
test-10680,1.0
test-10681,0.0
test-10682,1.0
test-10683,1.0
test-10684,1.0
test-10685,1.0
test-10686,0.0
test-10687,0.0
test-10688,1.0
test-10689,0.0
test-1069,0.0
test-10690,1.0
test-10691,0.0
test-10692,1.0
test-10693,0.0
test-10694,1.0
test-10695,1.0
test-10696,1.0
test-10697,0.0
test-10698,0.0
test-10699,0.0
test-107,0.0
test-1070,0.0
test-10700,1.0
test-10701,1.0
test-10702,1.0
test-10703,0.0
test-10704,1.0
test-10705,1.0
test-10706,0.0
test-10707,0.0
test-10708,1.0
test-10709,1.0
test-1071,1.0
test-10710,1.0
test-10711,0.0
test-10712,0.0
test-10713,0.0
test-10714,1.0
test-10715,1.0
test-10716,1.0
test-10717,0.0
test-10718,1.0
test-10719,0.0
test-1072,1.0
test-10720,1.0
test-10721,0.0
test-10722,1.0
test-10723,1.0
test-10724,1.0
test-10725,0.0
test-10726,1.0
test-10727,0.0
test-10728,1.0
test-10729,1.0
test-1073,0.0
test-10730,1.0
test-10731,0.0
test-10732,1.0
test-10733,0.0
test-10734,1.0
test-10735,1.0
test-10736,1.0
test-10737,1.0
test-10738,0.0
test-10739,1.0
test-1074,0.0
test-10740,0.0
test-10741,1.0
test-10742,0.0
test-10743,1.0
test-10744,0.0
test-10745,0.0
test-10746,1.0
test-10747,0.0
test-10748,1.0
test-10749,0.0
test-1075,0.0
test-10750,1.0
test-10751,1.0
test-10752,0.0
test-10753,1.0
test-10754,1.0
test-10755,0.0
test-10756,1.0
test-10757,0.0
test-10758,1.0
test-10759,1.0
test-1076,1.0
test-10760,1.0
test-10761,1.0
test-10762,1.0
test-10763,0.0
test-10764,0.0
test-10765,0.0
test-10766,0.0
test-10767,0.0
test-10768,1.0
test-10769,1.0
test-1077,1.0
test-10770,0.0
test-10771,1.0
test-10772,0.0
test-10773,0.0
test-10774,1.0
test-10775,0.0
test-10776,0.0
test-10777,1.0
test-10778,0.0
test-10779,0.0
test-1078,1.0
test-10780,1.0
test-10781,1.0
test-10782,1.0
test-10783,1.0
test-10784,1.0
test-10785,0.0
test-10786,0.0
test-10787,1.0
test-10788,1.0
test-10789,0.0
test-1079,1.0
test-10790,1.0
test-10791,0.0
test-10792,0.0
test-10793,0.0
test-10794,0.0
test-10795,1.0
test-10796,1.0
test-10797,1.0
test-10798,1.0
test-10799,1.0
test-108,1.0
test-1080,1.0
test-10800,1.0
test-10801,1.0
test-10802,0.0
test-10803,1.0
test-10804,1.0
test-10805,0.0
test-10806,0.0
test-10807,1.0
test-10808,1.0
test-10809,1.0
test-1081,1.0
test-10810,1.0
test-10811,1.0
test-10812,0.0
test-10813,0.0
test-10814,0.0
test-10815,0.0
test-10816,0.0
test-10817,1.0
test-10818,0.0
test-10819,0.0
test-1082,1.0
test-10820,0.0
test-10821,0.0
test-10822,1.0
test-10823,0.0
test-10824,1.0
test-10825,0.0
test-10826,0.0
test-10827,1.0
test-10828,1.0
test-10829,1.0
test-1083,1.0
test-10830,1.0
test-10831,1.0
test-10832,1.0
test-10833,1.0
test-10834,0.0
test-10835,1.0
test-10836,0.0
test-10837,1.0
test-10838,0.0
test-10839,0.0
test-1084,1.0
test-10840,1.0
test-10841,0.0
test-10842,1.0
test-10843,1.0
test-10844,1.0
test-10845,0.0
test-10846,1.0
test-10847,0.0
test-10848,1.0
test-10849,0.0
test-1085,0.0
test-10850,1.0
test-10851,1.0
test-10852,1.0
test-10853,1.0
test-10854,1.0
test-10855,1.0
test-10856,1.0
test-10857,1.0
test-10858,1.0
test-10859,1.0
test-1086,1.0
test-10860,1.0
test-10861,0.0
test-10862,0.0
test-10863,1.0
test-10864,1.0
test-10865,0.0
test-10866,1.0
test-10867,1.0
test-10868,1.0
test-10869,1.0
test-1087,1.0
test-10870,1.0
test-10871,1.0
test-10872,1.0
test-10873,1.0
test-10874,0.0
test-10875,0.0
test-10876,0.0
test-10877,0.0
test-10878,1.0
test-10879,0.0
test-1088,1.0
test-10880,1.0
test-10881,1.0
test-10882,1.0
test-10883,1.0
test-10884,1.0
test-10885,1.0
test-10886,0.0
test-10887,0.0
test-10888,0.0
test-10889,1.0
test-1089,0.0
test-10890,0.0
test-10891,0.0
test-10892,1.0
test-10893,0.0
test-10894,1.0
test-10895,0.0
test-10896,1.0
test-10897,0.0
test-10898,0.0
test-10899,0.0
test-109,0.0
test-1090,0.0
test-10900,1.0
test-10901,1.0
test-10902,1.0
test-10903,1.0
test-10904,1.0
test-10905,0.0
test-10906,1.0
test-10907,1.0
test-10908,0.0
test-10909,1.0
test-1091,1.0
test-10910,1.0
test-10911,0.0
test-10912,1.0
test-10913,1.0
test-10914,1.0
test-10915,0.0
test-10916,1.0
test-10917,1.0
test-10918,0.0
test-10919,1.0
test-1092,1.0
test-10920,1.0
test-10921,1.0
test-10922,0.0
test-10923,0.0
test-10924,1.0
test-10925,1.0
test-10926,1.0
test-10927,0.0
test-10928,0.0
test-10929,0.0
test-1093,1.0
test-10930,0.0
test-10931,0.0
test-10932,1.0
test-10933,1.0
test-10934,1.0
test-10935,0.0
test-10936,0.0
test-10937,1.0
test-10938,1.0
test-10939,1.0
test-1094,1.0
test-10940,1.0
test-10941,0.0
test-10942,0.0
test-10943,0.0
test-10944,0.0
test-10945,1.0
test-10946,0.0
test-10947,0.0
test-10948,1.0
test-10949,1.0
test-1095,1.0
test-10950,0.0
test-10951,1.0
test-10952,1.0
test-10953,1.0
test-10954,0.0
test-10955,1.0
test-10956,0.0
test-10957,0.0
test-10958,1.0
test-10959,1.0
test-1096,1.0
test-10960,1.0
test-10961,0.0
test-10962,1.0
test-10963,1.0
test-10964,1.0
test-10965,0.0
test-10966,1.0
test-10967,1.0
test-10968,1.0
test-10969,1.0
test-1097,1.0
test-10970,1.0
test-10971,0.0
test-10972,1.0
test-10973,0.0
test-10974,0.0
test-10975,0.0
test-10976,0.0
test-10977,1.0
test-10978,1.0
test-10979,1.0
test-1098,1.0
test-10980,1.0
test-10981,1.0
test-10982,1.0
test-10983,0.0
test-10984,0.0
test-10985,1.0
test-10986,0.0
test-10987,1.0
test-10988,0.0
test-10989,1.0
test-1099,0.0
test-10990,1.0
test-10991,1.0
test-10992,1.0
test-10993,1.0
test-10994,1.0
test-10995,0.0
test-10996,1.0
test-10997,1.0
test-10998,0.0
test-10999,1.0
test-11,0.0
test-110,1.0
test-1100,0.0
test-11000,1.0
test-11001,1.0
test-11002,0.0
test-11003,1.0
test-11004,0.0
test-11005,0.0
test-11006,1.0
test-11007,1.0
test-11008,0.0
test-11009,0.0
test-1101,1.0
test-11010,1.0
test-11011,1.0
test-11012,0.0
test-11013,1.0
test-11014,1.0
test-11015,0.0
test-11016,0.0
test-11017,0.0
test-11018,1.0
test-11019,1.0
test-1102,1.0
test-11020,1.0
test-11021,0.0
test-11022,0.0
test-11023,0.0
test-11024,0.0
test-11025,0.0
test-11026,0.0
test-11027,1.0
test-11028,1.0
test-11029,1.0
test-1103,0.0
test-11030,1.0
test-11031,0.0
test-11032,0.0
test-11033,1.0
test-11034,0.0
test-11035,0.0
test-11036,1.0
test-11037,0.0
test-11038,0.0
test-11039,1.0
test-1104,0.0
test-11040,1.0
test-11041,1.0
test-11042,1.0
test-11043,1.0
test-11044,0.0
test-11045,1.0
test-11046,1.0
test-11047,1.0
test-11048,0.0
test-11049,1.0
test-1105,0.0
test-11050,1.0
test-11051,1.0
test-11052,1.0
test-11053,0.0
test-11054,1.0
test-11055,0.0
test-11056,0.0
test-11057,1.0
test-11058,0.0
test-11059,0.0
test-1106,0.0
test-11060,0.0
test-11061,0.0
test-11062,1.0
test-11063,1.0
test-11064,0.0
test-11065,1.0
test-11066,1.0
test-11067,1.0
test-11068,1.0
test-11069,1.0
test-1107,1.0
test-11070,1.0
test-11071,1.0
test-11072,1.0
test-11073,0.0
test-11074,1.0
test-11075,0.0
test-11076,1.0
test-11077,0.0
test-11078,0.0
test-11079,0.0
test-1108,1.0
test-11080,1.0
test-11081,0.0
test-11082,1.0
test-11083,1.0
test-11084,0.0
test-11085,1.0
test-11086,1.0
test-11087,1.0
test-11088,1.0
test-11089,0.0
test-1109,1.0
test-11090,0.0
test-11091,1.0
test-11092,0.0
test-11093,1.0
test-11094,0.0
test-11095,0.0
test-11096,1.0
test-11097,0.0
test-11098,1.0
test-11099,1.0
test-111,0.0
test-1110,0.0
test-11100,1.0
test-11101,1.0
test-11102,1.0
test-11103,0.0
test-11104,1.0
test-11105,0.0
test-11106,1.0
test-11107,0.0
test-11108,1.0
test-11109,0.0
test-1111,1.0
test-11110,1.0
test-11111,1.0
test-11112,1.0
test-11113,1.0
test-11114,1.0
test-11115,0.0
test-11116,0.0
test-11117,0.0
test-11118,0.0
test-11119,0.0
test-1112,1.0
test-11120,0.0
test-11121,1.0
test-11122,1.0
test-11123,0.0
test-11124,1.0
test-11125,1.0
test-11126,1.0
test-11127,1.0
test-11128,0.0
test-11129,0.0
test-1113,1.0
test-11130,0.0
test-11131,1.0
test-11132,0.0
test-11133,1.0
test-11134,0.0
test-11135,1.0
test-11136,0.0
test-11137,0.0
test-11138,0.0
test-11139,0.0
test-1114,1.0
test-11140,1.0
test-11141,0.0
test-11142,0.0
test-11143,0.0
test-11144,1.0
test-11145,0.0
test-11146,1.0
test-11147,1.0
test-11148,1.0
test-11149,1.0
test-1115,1.0
test-11150,1.0
test-11151,0.0
test-11152,1.0
test-11153,1.0
test-11154,1.0
test-11155,0.0
test-11156,0.0
test-11157,1.0
test-11158,0.0
test-11159,1.0
test-1116,1.0
test-11160,1.0
test-11161,1.0
test-11162,0.0
test-11163,1.0
test-11164,0.0
test-11165,1.0
test-11166,1.0
test-11167,0.0
test-11168,0.0
test-11169,1.0
test-1117,1.0
test-11170,0.0
test-11171,0.0
test-11172,0.0
test-11173,1.0
test-11174,0.0
test-11175,0.0
test-11176,1.0
test-11177,0.0
test-11178,0.0
test-11179,0.0
test-1118,0.0
test-11180,0.0
test-11181,0.0
test-11182,1.0
test-11183,0.0
test-11184,1.0
test-11185,1.0
test-11186,1.0
test-11187,1.0
test-11188,0.0
test-11189,0.0
test-1119,1.0
test-11190,0.0
test-11191,0.0
test-11192,1.0
test-11193,1.0
test-11194,0.0
test-11195,0.0
test-11196,0.0
test-11197,1.0
test-11198,1.0
test-11199,0.0
test-112,1.0
test-1120,1.0
test-11200,0.0
test-11201,1.0
test-11202,0.0
test-11203,1.0
test-11204,1.0
test-11205,0.0
test-11206,1.0
test-11207,0.0
test-11208,1.0
test-11209,0.0
test-1121,1.0
test-11210,1.0
test-11211,1.0
test-11212,0.0
test-11213,1.0
test-11214,1.0
test-11215,1.0
test-11216,1.0
test-11217,0.0
test-11218,0.0
test-11219,1.0
test-1122,1.0
test-11220,0.0
test-11221,1.0
test-11222,1.0
test-11223,1.0
test-11224,0.0
test-11225,1.0
test-11226,0.0
test-11227,0.0
test-11228,0.0
test-11229,0.0
test-1123,1.0
test-11230,1.0
test-11231,1.0
test-11232,1.0
test-11233,1.0
test-11234,1.0
test-11235,0.0
test-11236,1.0
test-11237,1.0
test-11238,1.0
test-11239,1.0
test-1124,0.0
test-11240,0.0
test-11241,0.0
test-11242,1.0
test-11243,1.0
test-11244,0.0
test-11245,1.0
test-11246,1.0
test-11247,0.0
test-11248,0.0
test-11249,0.0
test-1125,0.0
test-11250,0.0
test-11251,0.0
test-11252,0.0
test-11253,0.0
test-11254,1.0
test-11255,1.0
test-11256,0.0
test-11257,0.0
test-11258,0.0
test-11259,1.0
test-1126,0.0
test-11260,1.0
test-11261,1.0
test-11262,1.0
test-11263,0.0
test-11264,0.0
test-11265,0.0
test-11266,1.0
test-11267,0.0
test-11268,1.0
test-11269,1.0
test-1127,0.0
test-11270,1.0
test-11271,1.0
test-11272,1.0
test-11273,1.0
test-11274,1.0
test-11275,0.0
test-11276,1.0
test-11277,0.0
test-11278,1.0
test-11279,1.0
test-1128,0.0
test-11280,1.0
test-11281,1.0
test-11282,1.0
test-11283,0.0
test-11284,0.0
test-11285,0.0
test-11286,1.0
test-11287,1.0
test-11288,1.0
test-11289,1.0
test-1129,1.0
test-11290,1.0
test-11291,0.0
test-11292,1.0
test-11293,0.0
test-11294,0.0
test-11295,1.0
test-11296,1.0
test-11297,1.0
test-11298,0.0
test-11299,1.0
test-113,1.0
test-1130,1.0
test-11300,1.0
test-11301,0.0
test-11302,0.0
test-11303,0.0
test-11304,1.0
test-11305,1.0
test-11306,0.0
test-11307,0.0
test-11308,0.0
test-11309,0.0
test-1131,1.0
test-11310,0.0
test-11311,1.0
test-11312,0.0
test-11313,0.0
test-11314,1.0
test-11315,0.0
test-11316,1.0
test-11317,1.0
test-11318,1.0
test-11319,0.0
test-1132,1.0
test-11320,1.0
test-11321,0.0
test-11322,0.0
test-11323,1.0
test-11324,1.0
test-11325,1.0
test-11326,1.0
test-11327,1.0
test-11328,1.0
test-11329,0.0
test-1133,1.0
test-11330,0.0
test-11331,0.0
test-11332,0.0
test-11333,0.0
test-11334,0.0
test-11335,0.0
test-11336,1.0
test-11337,1.0
test-11338,1.0
test-11339,0.0
test-1134,1.0
test-11340,0.0
test-11341,0.0
test-11342,1.0
test-11343,1.0
test-11344,0.0
test-11345,1.0
test-11346,0.0
test-11347,1.0
test-11348,0.0
test-11349,1.0
test-1135,1.0
test-11350,1.0
test-11351,0.0
test-11352,0.0
test-11353,0.0
test-11354,1.0
test-11355,0.0
test-11356,0.0
test-11357,0.0
test-11358,0.0
test-11359,1.0
test-1136,1.0
test-11360,1.0
test-11361,0.0
test-11362,1.0
test-11363,1.0
test-11364,1.0
test-11365,0.0
test-11366,1.0
test-11367,0.0
test-11368,1.0
test-11369,1.0
test-1137,0.0
test-11370,0.0
test-11371,1.0
test-11372,1.0
test-11373,1.0
test-11374,1.0
test-11375,0.0
test-11376,1.0
test-11377,0.0
test-11378,0.0
test-11379,0.0
test-1138,0.0
test-11380,0.0
test-11381,1.0
test-11382,0.0
test-11383,1.0
test-11384,1.0
test-11385,1.0
test-11386,1.0
test-11387,0.0
test-11388,1.0
test-11389,0.0
test-1139,1.0
test-11390,1.0
test-11391,1.0
test-11392,0.0
test-11393,1.0
test-11394,1.0
test-11395,0.0
test-11396,1.0
test-11397,1.0
